the_geom,OBJECTID,CIV,PK_ID_ELEM,DESC_ELEME,LONGITUD_H,ANCHO_ELEM,AREA_ELEME,TIPO_SUPER,FECHA_REGI,LOCALIDAD,UPZ,BARRIO,TIPO_MALLA,EJE_VIAL,DESDE,HASTA,SECCION_VI,DESC_ORIGE,DESC_PROGR,DESC_ESTRA,FECHA_VISI,ACTIVIDAD,ACTIVIDAD_,INTERVENCI,ESTADO_INT,FECHA_TERM,VIGENCIA,SELLO_FISU,OBSERVACIO,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-74.035712956 4.813847467000016, -74.03575866300002 4.813559585000007, -74.03581177500001 4.81322312399999, -74.03582072299997 4.813167626999985, -74.03589842999997 4.812685781000027, -74.03591021699998 4.812614272000019, -74.03591023899997 4.812614143000019, -74.03592732099997 4.812489788999983, -74.035927361 4.812489496000012, -74.03642547099997 4.809336755999993, -74.0364255 4.809336577000011, -74.03642693299997 4.809334127, -74.03644038800002 4.809311132999994, -74.03644619699998 4.8092741120000255, -74.03653717399999 4.809299020000026, -74.03653349799998 4.809321778000026, -74.036530309 4.8093415230000005, -74.03652329599998 4.809384943999988, -74.03626271399997 4.8110099830000195, -74.036027392 4.812559654999973, -74.03599162400002 4.812798596999983, -74.035820323 4.813864620000004, -74.035712956 4.813847467000016)))",748,"1,006,421","511,092",Calzada,511.91,11.67000008,"5,975.54",2,,USAQUEN,PASEO DE LOS LIBERTADORES,TORCA I,AR,AK 45,AC 235,CL 242,1,PETICIONARIO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,04/23/2019 12:00:00 AM,PA,PABA,2,,04/11/2019 12:00:00 AM,"2,019",0,,0.00000048673910111,0.00945843452868
"MULTIPOLYGON (((-74.12476486600002 4.646697637999978, -74.12485965899998 4.6466425990000175, -74.12505252 4.646983045000013, -74.12533472400003 4.647386295999979, -74.12535802299999 4.6474159019999775, -74.12529780800003 4.647449836000021, -74.125273505 4.647464477000029, -74.125183666 4.647358897000004, -74.125009192 4.647115894000024, -74.12484711299999 4.64685375900001, -74.12476486600002 4.646697637999978)))",815,"9,003,974","390,196",Calzada,101.96,12.10999966,"1,235.11",2,,FONTIBON,GRANJAS DE TECHO,VILLA ALSACIA,AR,AC 17,KR 69F,DG 13,2,PETICIONARIO,IMV-PR-003,SITUACIONES IMPREVISTAS Y APOYO INTERINSTITUCIONAL,04/22/2019 12:00:00 AM,PA,PABA,2,,04/11/2019 12:00:00 AM,"2,019",0,,0.000000100582774842,0.00205068327409
"MULTIPOLYGON (((-74.18469295899996 4.599322484000027, -74.18472389399994 4.599314987000071, -74.18485514499997 4.599283177000075, -74.18485628111523 4.599282819529985, -74.18485735999997 4.599282315000039, -74.18489253599995 4.599268658000028, -74.18490559799994 4.5993184530000235, -74.18476300999998 4.599359819000028, -74.18470991999999 4.599372928000037, -74.18469295899996 4.599322484000027)))",816,"7,007,527","369,160",Calzada,22.74,5.63999987,128.19,1,,BOSA,BOSA CENTRAL,LA ESTACION BOSA,LO,KR 77M,CL 65F S,CL 65G S,10,MISIONAL,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,02/01/2019 12:00:00 AM,PASF,PABA,2,,07/18/2019 12:00:00 AM,"2,019",130,"Zona residencial. Tráfico medio con paso de vehículos pesados tipo camión. Presenta una superficie mixta, el área que se encuentra en pavimento flexible, requiere actividades de parcheo y sello de fisuras; mientras que el área que se encuentra en pa",0.000000010438728581,0.000514847839631
"MULTIPOLYGON (((-74.18350085599997 4.603277318000039, -74.18450134899996 4.602936013000033, -74.1845040920446 4.602935203270633, -74.18450672399996 4.602934084000026, -74.18451007776551 4.602932079163429, -74.18451307849305 4.6029295766152405, -74.1845156529972 4.602926637390607, -74.1845177384879 4.602923333174866, -74.1845192841017 4.602919744555195, -74.18452025214229 4.602915959055157, -74.18452061899995 4.6029120690000696, -74.18453233999999 4.602949391000038, -74.18455371499995 4.603017451000028, -74.18455004146328 4.603014412492775, -74.18454597699997 4.603011921000075, -74.18454104090625 4.603009835072683, -74.18453583656758 4.603008557977138, -74.18453049558963 4.603008122008241, -74.18452515303346 4.603008538190639, -74.18451994399999 4.603009796000038, -74.18354821399998 4.6033212470000535, -74.18354285139232 4.603322949378098, -74.18353780362838 4.603325434479974, -74.18353318420809 4.603328646427705, -74.18352909699996 4.603332513000055, -74.18352532967764 4.603337407101335, -74.18352241159502 4.603342850421893, -74.18352042099997 4.603348697000058, -74.18351968999997 4.603352333000032, -74.18351889999997 4.603349188000038, -74.18350085599997 4.603277318000039)))",817,"7,006,692","366,933",Calzada,120.38,7.38000011,888.38,2,,BOSA,BOSA CENTRAL,GUALOCHE,LO,KR 78G,CL 65A S,CL 65C S,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,10/03/2018 12:00:00 AM,CCBASI,CC,2,,02/02/2019 12:00:00 AM,"2,019",0,"zona residencial, vehículos C2",0.000000072349318112,0.00237947129742
"MULTIPOLYGON (((-74.10844497299996 4.69333604600007, -74.10838186299998 4.69329837600003, -74.10821477699994 4.693200063000063, -74.10820412899994 4.69319452000002, -74.10823313099996 4.69314943400002, -74.10825635499998 4.693164472000035, -74.10826519999995 4.693169718000036, -74.10850737699997 4.693313356000033, -74.10851033560168 4.693315057515985, -74.10851347899995 4.6933163870000385, -74.10851758131837 4.693317491674275, -74.10852180352684 4.693317963136858, -74.1085260484687 4.693317790539018, -74.10853021846414 4.693316977852381, -74.10853421755789 4.693315543777576, -74.10853795372735 4.693313521313915, -74.10854134099998 4.693310957000051, -74.10851598499994 4.693349979000061, -74.10850687199996 4.6933640040000455, -74.10849399999995 4.693383814000072, -74.10849285699999 4.693372596000075, -74.10849146899994 4.693366566000066, -74.10848378199995 4.6933605220000345, -74.10848293799995 4.693359859000054, -74.10844497299996 4.69333604600007)))",818,"10,006,849","159,905",Calzada,38.41,5.78999996,222.48,2,,ENGATIVA,BOYACA REAL,FLORIDA BLANCA,LO,CL 69B,KR 86B,KR 87,11,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,07/10/2018 12:00:00 AM,BASICC,CC,2,,05/22/2019 12:00:00 AM,"2,019",0,"Zona residencial. Tráfico medio, con paso de vehículos pesados tipo camión.",0.000000018120876782,0.000849078185882
"MULTIPOLYGON (((-74.05923576700002 4.7018551799999955, -74.05922763400002 4.701855173000013, -74.05921964599997 4.701856360000022, -74.05921959 4.701856371000019, -74.059211839 4.701858737000009, -74.05921181100001 4.701858746000028, -74.05920446800002 4.7018622499999765, -74.059198795 4.70186597899999, -74.05919362499998 4.701870380000003, -74.05918903399998 4.7018753890000085, -74.05919774400002 4.701817939000023, -74.05920720300003 4.7017555589999915, -74.05920678899997 4.701761927999996, -74.05920678799998 4.701761965999992, -74.05920734099999 4.701768307999998, -74.05920734799997 4.701768360000017, -74.05920885699999 4.7017745439999885, -74.05920887100001 4.701774596000007, -74.05921132200001 4.701780525000004, -74.05921462700002 4.701785980000011, -74.05921464699998 4.701786009999978, -74.05921872300001 4.701790877000008, -74.05921876500003 4.701790922999976, -74.05922354299997 4.701795120999975, -74.05922357899999 4.701795150999999, -74.05922897900001 4.701798595000014, -74.059229249 4.701798752999991, -74.05922952999998 4.7017988850000165, -74.05923600699998 4.701801565999972, -74.05933228700002 4.701830355000027, -74.05935281799998 4.701836703000026, -74.05945505599999 4.701868282000021, -74.05946478599998 4.701871320000009, -74.05960264700002 4.701914446999979, -74.05972063299998 4.701951350999991, -74.05972943500001 4.701954100000023, -74.05986479199998 4.701996214000019, -74.05998121900001 4.702032440999972, -74.05998346299998 4.702033137000001, -74.06010355699999 4.702070503000016, -74.06012278200001 4.702076470999998, -74.06023976 4.7021127429999865, -74.060362376 4.702150777999975, -74.06044456900003 4.702176262000023, -74.06048432699998 4.702188669000009, -74.06051822 4.702199231000009, -74.06063449499999 4.702235485000017, -74.06093991099999 4.702327914000023, -74.06097407499999 4.702338739000027, -74.06118391199999 4.702403812999989, -74.06134240300003 4.702452780999977, -74.061506769 4.702505275000021, -74.06169775799998 4.7025643619999755, -74.06184158399998 4.702607967999995, -74.06205633899998 4.70267508500001, -74.062230994 4.7027294779999815, -74.06241469499997 4.702789342000017, -74.06259785600002 4.702844486999993, -74.06264031500001 4.7028573590000065, -74.06262324699998 4.702912013000002, -74.06254142300003 4.702884648000008, -74.06253465999998 4.702881940999987, -74.062527628 4.702880035000021, -74.06243205800001 4.702848072999984, -74.062252016 4.702794384000015, -74.06205986399999 4.702733082000009, -74.06188356899997 4.702678407999997, -74.061663382 4.7026104770000074, -74.06151758200002 4.702566499999989, -74.061363288 4.70251947600002, -74.061213167 4.702468239999973, -74.06109591900004 4.702433298000017, -74.06096595899999 4.702393643999983, -74.06090408400001 4.702373911999985, -74.06017483099998 4.702148125000008, -74.05925158299999 4.701858782999977, -74.05924380800002 4.701856392000025, -74.059243783 4.701856387000021, -74.05923576700002 4.7018551799999955)))",819,"11,010,746","166,970",Calzada,399,5.94000006,"2,371.98",2,,SUBA,LA ALHAMBRA,MONACO,LO,CL 119,KR 50,KR 53A,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,12/04/2018 12:00:00 AM,PASF,PABA,2,,05/28/2019 12:00:00 AM,"2,019","1,500","El segmento vial de pavimento flexible requiere actividades de parcheo + sello de fisuras, zona residencial.",0.000000193179637121,0.00740340267756
"MULTIPOLYGON (((-74.07357391899995 4.739082607000057, -74.07362438498056 4.739008493501516, -74.07368010799996 4.738938247000021, -74.07372656599995 4.738881553000056, -74.07377720499994 4.738821552000047, -74.07379186999998 4.738804175000041, -74.07382626099997 4.738833388000046, -74.07383573799997 4.738841438000066, -74.07382680299997 4.73885055300002, -74.07374993499997 4.738948891000064, -74.07367077599997 4.739064641000027, -74.07366440699997 4.739075286000059, -74.07364146699996 4.739113625000073, -74.07357391899995 4.739082607000057)))","1,227","11,005,362","169,532",Calzada,38.09,7.11999989,272.54,2,,SUBA,CASA BLANCA SUBA,EL PLAN,LO,KR 76,CL 146F,CL 146FBIS,10,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,02/18/2019 12:00:00 AM,PASF,PABA,2,,02/07/2019 12:00:00 AM,"2,019",350,,0.000000022097038605,0.000820656969885
"MULTIPOLYGON (((-74.10990252799996 4.6095034820000365, -74.10990038999995 4.609500900000057, -74.10990029599998 4.609500806000028, -74.10989793199997 4.609498621000057, -74.10969650199996 4.609319060000075, -74.10964163899996 4.609272080000039, -74.10963954999994 4.609269932000075, -74.10963946999993 4.609269862000076, -74.10963722199996 4.609268045000022, -74.10963381099998 4.609266005000052, -74.10963013099996 4.609264542000062, -74.10963010599994 4.6092645350000225, -74.10962625999997 4.60926368500003, -74.10962622299996 4.609263680000026, -74.10962230199993 4.609263457000054, -74.10962225199995 4.609263460000022, -74.10961838899993 4.609263862000034, -74.10961829599995 4.609263880000071, -74.10961457199994 4.60926489000002, -74.10961445999999 4.609264930000052, -74.10961095199997 4.609266512000033, -74.10968100399998 4.6092053040000565, -74.10967872299994 4.609208181000042, -74.10967695899996 4.609211403000074, -74.10967576299998 4.609214876000067, -74.10967516899996 4.609218503000022, -74.10967519399998 4.609222179000028, -74.10967583899998 4.609225797000022, -74.10967708399994 4.60922925400007, -74.10967888899995 4.609232443000053, -74.10968120999996 4.609235291000061, -74.10968398099999 4.609237703000076, -74.10971283399994 4.609263057000021, -74.10993327499996 4.609458867000058, -74.10995189299996 4.609475320000058, -74.10990264999998 4.6095326300000465, -74.10990463699996 4.609529296000062, -74.10990608599997 4.60952569400007, -74.10990696299996 4.60952191000007, -74.10990724699997 4.6095180370000435, -74.10990693099997 4.609514165000064, -74.10990602199996 4.609510390000025, -74.10990454199998 4.60950679900003, -74.10990252799996 4.6095034820000365)))",886,"50,001,431","91,013,583",Calzada,43.1,5.96999979,257.46,2,,PUENTE ARANDA,CIUDAD MONTES,JORGE GAITAN CORTES,LO,KR 38B,CL 2D,CL 2F,8,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,07/16/2018 12:00:00 AM,SICC,CC,2,,01/15/2019 12:00:00 AM,"2,019",0,"Zona residencial y escolar, tráfico medio",0.0000000209679087955,0.000976974611372
"MULTIPOLYGON (((-74.10994261899998 4.6142969460000245, -74.10991774499996 4.614240292000034, -74.10992054099995 4.614245313000026, -74.10992059599994 4.6142454050000765, -74.10992414899994 4.6142499160000625, -74.10992421999998 4.614249999000037, -74.10992847799997 4.614253921000056, -74.10992852399994 4.614253959000052, -74.10993333599998 4.614257140000063, -74.10993339999999 4.614257180000038, -74.10993862099997 4.614259537000066, -74.10993872599994 4.614259580000066, -74.10994427199995 4.614261082000041, -74.10994436499993 4.614261103000047, -74.109950128 4.614261706000036, -74.10995017299996 4.614261708000072, -74.10995166399994 4.614261624000051, -74.10995600099994 4.614261375000069, -74.10995609499997 4.614261357000032, -74.10996170399994 4.614260117000072, -74.10996180999996 4.614260079000076, -74.10996713699996 4.61425797000004, -74.11011135799998 4.614199320000068, -74.11014239199994 4.614187060000063, -74.11018966099994 4.614168385000028, -74.11022890399994 4.614152881000052, -74.11023503899997 4.614150170000073, -74.11024061199998 4.614146449000032, -74.11024063299999 4.614146434000077, -74.11028847699998 4.614127493000069, -74.11030676799999 4.6141729160000295, -74.11011861599997 4.614249198000039, -74.10997919199997 4.614309781000031, -74.10997710299995 4.614310713000066, -74.10997714299998 4.6143108080000275, -74.10997504799997 4.614311857000075, -74.10997496599998 4.6143119030000435, -74.10997120599995 4.614314686000057, -74.10997116399994 4.6143147200000385, -74.10996798199994 4.6143180680000455, -74.10996790699994 4.614318155000035, -74.10996528899994 4.614322091000076, -74.10996526799995 4.614322130000062, -74.10996341799995 4.614326356000049, -74.10996338499996 4.614326442000049, -74.10996227599998 4.614330955000071, -74.10996225599996 4.614331047000064, -74.10996193899996 4.6143357130000595, -74.10996193799997 4.614335777000065, -74.10996242299996 4.614340377000076, -74.10996244099994 4.6143404920000535, -74.10996374099994 4.614345052000033, -74.10994261899998 4.6142969460000245)))",887,"16,001,705","187,053",Calzada,42.62,5.63000011,240.14,2,,PUENTE ARANDA,CIUDAD MONTES,PRIMAVERA OCCIDENTAL,LO,KR 41,CL 4BISA,CL 4A,10,MISIONAL,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,04/04/2019 12:00:00 AM,SF,SF,2,,08/22/2019 12:00:00 AM,"2,019",170,Zona residencial. Requiere MR. Tránsito de automóviles. Parque cercano.,0.0000000195556032825,0.000966569497852
"MULTIPOLYGON (((-74.09121419399999 4.643856975999995, -74.09127168200001 4.643819843000017, -74.091294345 4.643855164999991, -74.09130996200003 4.643879506000019, -74.09139046899998 4.644004989999985, -74.09140494799999 4.644027557000015, -74.09142787600001 4.644063293999977, -74.09137270899998 4.644098779999979, -74.09135502999999 4.644071110000027, -74.09131780299998 4.644012985000018, -74.09128810599998 4.643968845000018, -74.09125263800001 4.643916229000013, -74.091248979 4.643910791999986, -74.09124792400002 4.6439099450000185, -74.09124672600001 4.643909026000017, -74.09124552999998 4.643908108000005, -74.09121419399999 4.643856975999995)))",888,"13,000,853","600,316",Calzada,32.03,7.40999985,237.44,2,,TEUSAQUILLO,LA ESMERALDA,LA ESMERALDA,CM,CL 44,KR 52,,3,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,06/04/2019 12:00:00 AM,PA,PABA,2,,05/29/2019 12:00:00 AM,"2,019",0,,0.0000000193365211495,0.000712689822757
"MULTIPOLYGON (((-74.07868028499996 4.612574620000032, -74.07871391399993 4.612526851000041, -74.07871805499997 4.612520969000059, -74.07899142899998 4.612157873000058, -74.07899504599999 4.612152450000053, -74.07899756099994 4.612148680000075, -74.07904090899996 4.612083687000052, -74.07909922899995 4.612132518000067, -74.079051479 4.612189942000043, -74.07905062599997 4.612190837000071, -74.07904980799998 4.612191764000045, -74.07904924099995 4.612192450000066, -74.07904914899996 4.612192566000033, -74.07904854599997 4.612193348000062, -74.07904842799996 4.612193507000029, -74.07904791099998 4.612194231000047, -74.07885709499999 4.612461713000073, -74.07877934999993 4.612570692000077, -74.07877408699994 4.612577359000056, -74.07874181299998 4.612618234000024, -74.07868028499996 4.612574620000032)))",889,"14,000,311","183,650",Calzada,67.12,8.10999966,544.61,2,,LOS MARTIRES,LA SABANA,LA FAVORITA,LO,KR 18,CL 20,CL 21,8,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,05/17/2018 12:00:00 AM,SIBACC,CC,2,,05/16/2019 12:00:00 AM,"2,019",0,"El segmento presenta una sobrecarpeta que no deja evidenciar los deterioros sobre la estructura de pavimento. Caracteristicas: Zona mixta, flujo vehicular alto, vehículos C2",0.0000000443496489925,0.00136404971777
"MULTIPOLYGON (((-74.12450489499997 4.706011305000004, -74.12449996800001 4.706001841999978, -74.12453942600001 4.706019669999989, -74.12457218499998 4.7060344710000095, -74.12456204900002 4.7060362359999885, -74.12455437699998 4.706043227999999, -74.12443818600002 4.706279524000024, -74.124437946 4.706280014000015, -74.12443724000002 4.70629025300002, -74.124410388 4.706279225999992, -74.12437565699997 4.706264964000013, -74.12438543500004 4.706264334000025, -74.12439225399999 4.706259095000007, -74.124393248 4.706258331000015, -74.12450412099997 4.706022039999994, -74.12450489499997 4.706011305000004)))",676,"10,004,026","164,451",Calzada,32.06,5.86999989,188.03,1,,ENGATIVA,GARCES NAVAS,BOLIVIA,LO,KR 107A,CL 70B,CL 70C,10,PETICIONARIO,Misionalidad,REHABILITACIÓN VIAL COMO COMPLEMENTO AL MEJORAMIENTO DE LA INFRAESTRUCTURA DE SERVICIOS PÚBLICOS,09/28/2017 12:00:00 AM,RH,RH,2,,06/10/2019 12:00:00 AM,"2,019",0,"Losa dividida (M) 40%, desconchamientos (M) 10%, Parcheo grande (M) 20%, Pulimento de agregados (A) 10%, Escala (A) 20%. Zona residencial. Colegio aledaño.",0.000000015313964707,0.000742707469963
